time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010460750000	-22.2131	-4.95565	5.27131	2.10965	-1.79967	radar	2.23667e-314	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-22.2934	-6.07304	3.50925	2.77858	-0.929838	lidar	1.39069e-309	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-22.5637	-4.72165	5.3288	2.02224	-1.74233	radar	2.23667e-314	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.6879	-5.83788	3.3258	2.65317	-0.938224	lidar	1.39069e-309	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.9504	-4.4909	5.66803	1.99517	-1.6003	radar	2.23667e-314	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-23.142	-5.62608	3.43085	2.60457	-0.836097	lidar	1.39069e-309	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-23.3473	-4.27634	5.74649	1.98892	-1.46483	radar	2.23667e-314	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-23.5358	-5.26612	3.60273	2.48467	-0.833491	lidar	1.39069e-309	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.7158	-3.89412	5.97102	1.91576	-1.4198	radar	2.23667e-314	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.9324	-4.98451	3.46891	2.4175	-0.781846	lidar	1.39069e-309	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-24.113	-3.58254	6.22336	1.91832	-1.27241	radar	2.23667e-314	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-24.2778	-4.69868	3.47694	2.36976	-0.691767	lidar	1.39069e-309	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-24.4339	-3.28434	6.23801	1.90092	-1.1752	radar	2.23667e-314	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.6137	-4.48141	3.26692	2.35378	-0.581162	lidar	1.39069e-309	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.7297	-3.07067	5.96061	1.89557	-1.08794	radar	2.23667e-314	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.8714	-4.05473	3.41089	2.25167	-0.595	lidar	1.39069e-309	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.9958	-2.66972	6.07003	1.83649	-1.06134	radar	2.23667e-314	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-25.0907	-3.78414	3.10931	2.19455	-0.562457	lidar	1.39069e-309	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-25.1797	-2.37686	5.93029	1.79583	-1.00714	radar	2.23667e-314	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-25.3762	-3.44057	3.09536	2.1638	-0.493486	lidar	1.39069e-309	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.445	-2.02092	5.9728	1.77921	-0.931733	radar	2.23667e-314	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.5938	-3.10487	3.0057	2.11954	-0.451204	lidar	1.39069e-309	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.6894	-1.70514	5.946	1.7824	-0.830057	radar	2.23667e-314	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.8528	-2.72084	3.10405	2.10048	-0.379088	lidar	1.39069e-309	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.9146	-1.32925	6.00984	1.77097	-0.756381	radar	2.23667e-314	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-26.0628	-2.4063	2.99423	2.0886	-0.306202	lidar	1.39069e-309	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-26.0974	-0.996533	5.88759	1.74845	-0.717264	radar	2.23667e-314	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-26.2448	-1.97003	3.1142	2.03703	-0.303577	lidar	1.39069e-309	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.2607	-0.584056	5.82139	1.69085	-0.750894	radar	2.23667e-314	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.3911	-1.49426	3.15315	1.94646	-0.38002	lidar	1.39069e-309	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.3523	-0.0831897	5.96827	1.60259	-0.809	radar	2.23667e-314	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.4212	-1.00332	3.16644	1.80874	-0.506211	lidar	1.39069e-309	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3492	0.432036	6.17481	1.51219	-0.835755	radar	2.23667e-314	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.4326	-0.541518	3.13231	1.68905	-0.587824	lidar	1.39069e-309	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3783	0.875247	6.22081	1.48986	-0.754896	radar	2.23667e-314	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.5498	-0.230194	2.78816	1.66301	-0.536276	lidar	1.39069e-309	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.4904	1.21106	6.03317	1.51592	-0.638272	radar	2.23667e-314	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.6174	0.166402	2.73278	1.62427	-0.498435	lidar	1.39069e-309	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.5322	1.63028	6.04614	1.50461	-0.575002	radar	2.23667e-314	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.5816	0.657181	2.91133	1.548	-0.508794	lidar	1.39069e-309	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.4681	2.12489	6.20291	1.43938	-0.596192	radar	2.23667e-314	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.5339	1.10397	2.94207	1.46312	-0.554163	lidar	1.39069e-309	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.4676	2.57554	6.22195	1.43604	-0.52133	radar	2.23667e-314	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.5442	1.58569	3.04895	1.43165	-0.521058	lidar	1.39069e-309	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.4226	3.08965	6.40855	1.40375	-0.510751	radar	2.23667e-314	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.4251	2.15661	3.37303	1.34302	-0.576539	lidar	1.39069e-309	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.2952	3.66829	6.69086	1.36117	-0.494375	radar	2.23667e-314	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.3381	2.71591	3.5946	1.2904	-0.579805	lidar	1.39069e-309	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.2112	4.22702	6.83336	1.36209	-0.411908	radar	2.23667e-314	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.2858	3.24997	3.67041	1.27869	-0.519501	lidar	1.39069e-309	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.1082	4.78736	6.96287	1.36073	-0.33945	radar	2.23667e-314	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.1297	3.73812	3.63034	1.23571	-0.494659	lidar	1.39069e-309	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-25.9484	5.21791	6.8033	1.32301	-0.327657	radar	2.23667e-314	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-25.9897	4.13767	3.42519	1.18991	-0.492792	lidar	1.39069e-309	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-25.7639	5.63796	6.70616	1.2769	-0.338049	radar	2.23667e-314	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-25.8132	4.54218	3.32931	1.12638	-0.528607	lidar	1.39069e-309	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-25.5833	6.02432	6.49737	1.25276	-0.296819	radar	2.23667e-314	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-25.6256	5.01466	3.39094	1.08849	-0.512475	lidar	1.39069e-309	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.3478	6.50826	6.67896	1.20803	-0.31881	radar	2.23667e-314	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.3764	5.55035	3.71062	1.02528	-0.559341	lidar	1.39069e-309	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.0967	7.05354	6.90022	1.19206	-0.2797	radar	2.23667e-314	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.1329	5.97646	3.66545	0.968422	-0.579941	lidar	1.39069e-309	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-24.8072	7.44442	6.78611	1.14123	-0.288738	radar	2.23667e-314	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-24.908	6.34891	3.53263	0.91509	-0.597054	lidar	1.39069e-309	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-24.5682	7.8052	6.60329	1.11464	-0.266555	radar	2.23667e-314	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-24.5597	6.77105	3.64277	0.837671	-0.637999	lidar	1.39069e-309	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-24.1798	8.20024	6.54632	1.06302	-0.251795	radar	2.23667e-314	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.2398	7.1487	3.58025	0.781644	-0.636281	lidar	1.39069e-309	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-23.8473	8.57905	6.49376	1.03428	-0.223852	radar	2.23667e-314	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-23.8564	7.56204	3.72044	0.719123	-0.651673	lidar	1.39069e-309	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-23.4361	8.99676	6.67657	0.99197	-0.225242	radar	2.23667e-314	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-23.4312	7.91986	3.84969	0.631676	-0.712468	lidar	1.39069e-309	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-23.0152	9.3432	6.662	0.94382	-0.224856	radar	2.23667e-314	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.0369	8.25455	3.89174	0.56417	-0.740348	lidar	1.39069e-309	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-22.6416	9.67968	6.35545	0.939322	-0.136618	radar	2.23667e-314	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-22.6853	8.59361	3.68832	0.544488	-0.675442	lidar	1.39069e-309	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-22.2711	10.0131	6.25421	0.930924	-0.085206	radar	2.23667e-314	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-22.2636	9.01808	3.86615	0.534929	-0.618712	lidar	1.39069e-309	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-21.7712	10.3934	6.47686	0.900288	-0.0717453	radar	2.23667e-314	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-21.7938	9.32579	3.90872	0.477903	-0.635101	lidar	1.39069e-309	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-21.263	10.7261	6.65646	0.858016	-0.0800192	radar	2.23667e-314	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-21.3366	9.61569	3.98697	0.423235	-0.659651	lidar	1.39069e-309	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-20.7643	11.0469	6.87563	0.820175	-0.0917389	radar	2.23667e-314	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-20.8606	9.94588	4.24406	0.383197	-0.675104	lidar	1.39069e-309	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-20.3203	11.4322	6.84257	0.847373	0.0111827	radar	2.23667e-314	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-20.4064	10.277	4.16883	0.379547	-0.61474	lidar	1.39069e-309	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-19.8331	11.7286	6.85466	0.822999	0.0234038	radar	2.23667e-314	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-19.9132	10.4159	3.94906	0.291218	-0.682653	lidar	1.39069e-309	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-19.3375	11.8632	6.41315	0.761803	0.0145519	radar	2.23667e-314	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-19.506	10.7448	3.86963	0.313109	-0.589987	lidar	1.39069e-309	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-18.8313	12.1577	6.67908	0.750914	0.0294649	radar	2.23667e-314	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-18.9396	11.0053	4.15949	0.262758	-0.624252	lidar	1.39069e-309	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-18.2894	12.4375	6.6814	0.748398	0.0851164	radar	2.23667e-314	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-18.4818	11.2346	3.98812	0.248443	-0.588702	lidar	1.39069e-309	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-17.8051	12.6536	6.5592	0.735286	0.114468	radar	2.23667e-314	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-17.9952	11.4062	3.84321	0.208042	-0.593833	lidar	1.39069e-309	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-17.2452	12.8259	6.63855	0.692028	0.0927939	radar	2.23667e-314	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-17.3862	11.5992	4.08753	0.152384	-0.630489	lidar	1.39069e-309	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-16.6325	13.0097	6.7525	0.656509	0.0904794	radar	2.23667e-314	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-16.8366	11.7956	4.18054	0.122993	-0.628077	lidar	1.39069e-309	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-15.9901	13.1637	7.03346	0.603568	0.0514939	radar	2.23667e-314	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-16.185	11.9644	4.52619	0.0675219	-0.669266	lidar	1.39069e-309	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-15.3288	13.4164	7.12614	0.620989	0.140053	radar	2.23667e-314	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-15.5796	12.1647	4.49808	0.0654009	-0.611873	lidar	1.39069e-309	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-14.6707	13.6307	7.3395	0.615419	0.170108	radar	2.23667e-314	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-14.9623	12.3846	4.63455	0.0692971	-0.568197	lidar	1.39069e-309	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-13.9968	13.8397	7.58519	0.605141	0.186952	radar	2.23667e-314	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-14.3579	12.558	4.66307	0.0603354	-0.547478	lidar	1.39069e-309	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-13.336	14.0269	7.78558	0.589839	0.192488	radar	2.23667e-314	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-13.7543	12.6159	4.57057	0.00558641	-0.594007	lidar	1.39069e-309	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-12.7103	14.08	7.6157	0.542235	0.175287	radar	2.23667e-314	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-13.1874	12.6339	4.36349	-0.0518526	-0.633615	lidar	1.39069e-309	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-12.05	14.0545	7.62807	0.468167	0.11237	radar	2.23667e-314	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-12.5215	12.7106	4.6531	-0.0974741	-0.668784	lidar	1.39069e-309	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-11.4112	14.1096	7.39536	0.458223	0.169089	radar	2.23667e-314	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-11.9479	12.6505	4.29879	-0.166771	-0.702243	lidar	1.39069e-309	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-10.7821	14.0452	7.19392	0.406518	0.15282	radar	2.23667e-314	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-11.2874	12.8665	4.59355	-0.121214	-0.59128	lidar	1.39069e-309	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-10.0631	14.2636	7.49199	0.47582	0.292662	radar	2.23667e-314	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-10.6731	12.878	4.39622	-0.145903	-0.576104	lidar	1.39069e-309	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-9.38853	14.2401	7.60016	0.433397	0.259481	radar	2.23667e-314	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-10.0369	12.9924	4.53601	-0.129532	-0.524869	lidar	1.39069e-309	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-8.68408	14.3636	7.88265	0.456999	0.313631	radar	2.23667e-314	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-9.40958	12.9318	4.38907	-0.179247	-0.562097	lidar	1.39069e-309	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-8.02456	14.2806	7.7659	0.404655	0.279152	radar	2.23667e-314	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-8.78731	13.0006	4.3938	-0.165349	-0.509498	lidar	1.39069e-309	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-7.31364	14.297	7.99766	0.393385	0.285372	radar	2.23667e-314	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-8.15594	12.9588	4.36669	-0.198879	-0.531279	lidar	1.39069e-309	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-6.60456	14.1767	8.3452	0.31289	0.173084	radar	2.23667e-314	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-7.44362	12.7728	4.68208	-0.310485	-0.686076	lidar	1.39069e-309	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-5.8461	14.0563	8.31669	0.281451	0.193831	radar	2.23667e-314	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-6.81157	12.7017	4.60424	-0.335016	-0.673645	lidar	1.39069e-309	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-5.17632	14.0079	8.03104	0.301787	0.295617	radar	2.23667e-314	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-6.16641	12.7598	4.43613	-0.283382	-0.536654	lidar	1.39069e-309	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-4.49242	13.908	8.188	0.274839	0.276579	radar	2.23667e-314	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-5.54483	12.6686	4.37538	-0.308402	-0.542721	lidar	1.39069e-309	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-3.79305	13.7578	8.28955	0.239683	0.259255	radar	2.23667e-314	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-4.90934	12.5646	4.34105	-0.330248	-0.540726	lidar	1.39069e-309	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-3.09367	13.5734	8.39698	0.197775	0.23281	radar	2.23667e-314	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-4.3989	12.2664	3.9805	-0.432958	-0.651204	lidar	1.39069e-309	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-2.5124	13.3248	7.99489	0.159745	0.242137	radar	2.23667e-314	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-3.65386	12.2537	4.28458	-0.392456	-0.54695	lidar	1.39069e-309	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-1.70054	13.1776	8.4094	0.169317	0.293742	radar	2.23667e-314	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-2.98193	12.077	4.25741	-0.410799	-0.527644	lidar	1.39069e-309	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-0.972222	12.9783	8.5284	0.160261	0.32342	radar	2.23667e-314	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
